;ShotType;Competition;PlayerType;Transition;TwoLegged;Movement;Angle;Distance
1255;0;3;2;0;1;1;0.59;5.26
1256;1;3;2;0;1;1;48.09;1.02
1257;4;3;2;0;1;1;9.22;1.7
1258;0;3;2;0;1;1;28.48;5.48
1259;0;3;2;0;1;1;7.52;2.08
1260;1;3;2;0;1;1;0.0;1.18
1261;2;3;1;0;0;1;12.79;0.98
1262;4;3;1;0;1;1;0.0;1.12
1263;2;3;1;0;1;1;53.02;0.95
1264;3;3;1;0;1;1;7.3;0.86
1265;0;3;2;0;1;1;34.32;7.43
1266;0;3;2;0;1;1;12.62;7.48
1267;0;3;2;1;1;1;85.36;7.1
1268;0;3;1;0;1;1;33.68;5.99
1269;2;3;1;0;1;1;62.39;3.38
1270;0;3;1;0;1;1;56.48;4.83
1271;0;3;1;0;1;1;32.43;5.38
1272;0;3;1;0;1;1;42.11;5.6
1273;0;3;1;1;1;1;20.8;7.51
1274;0;3;1;1;1;1;27.15;7.39
1275;0;3;1;0;1;1;38.65;6.45
1276;0;3;1;0;1;1;40.88;7.32
1277;0;3;1;0;1;1;64.1;4.72
1278;0;3;1;0;1;1;18.69;3.4
1279;0;3;1;0;1;1;64.16;5.87
1280;0;3;1;1;1;1;36.34;7.35
1281;0;3;1;0;1;1;37.36;7.45
1282;0;3;1;0;1;1;48.94;5.49
1283;0;3;1;0;1;1;67.87;6.93
1284;0;3;1;0;1;1;82.77;5.87
1285;2;3;1;0;1;1;23.48;5.19
1286;0;3;1;0;1;1;10.64;5.01
1287;0;3;1;0;1;1;43.09;6.29
1288;0;3;1;0;1;1;48.5;5.52
1289;0;3;1;0;1;1;14.81;1.28
1290;2;3;1;1;0;2;12.79;0.98
1291;0;3;1;0;1;1;13.82;5.92
1292;0;3;1;0;1;1;69.58;5.75
1293;0;3;1;1;0;2;36.37;0.92
1294;0;3;1;0;1;1;56.71;4.56
1295;0;3;1;0;0;1;72.49;1.54
1296;0;3;1;0;1;1;72.64;5.25
1297;0;3;1;0;1;1;67.87;7.23
1298;1;3;1;1;0;2;54.64;0.8
1299;0;3;1;0;1;1;11.03;5.97
1300;0;3;1;0;1;1;2.68;5.81
1301;2;3;3;0;1;1;4.55;0.69
1302;0;3;3;0;1;1;31.55;4.68
1303;4;3;3;0;1;1;65.46;0.72
1304;4;3;3;0;1;1;46.58;0.67
1305;0;3;3;0;1;1;22.15;1.15
1306;3;3;3;0;1;1;2.42;1.29
1307;3;3;3;0;1;1;13.6;1.16
1308;0;3;3;0;1;1;0.56;5.53
1309;0;3;3;0;1;1;12.28;5.89
1310;0;3;1;0;1;1;25.96;5.97
1311;0;3;1;0;1;1;49.88;6.62
1312;0;3;1;0;1;1;57.34;6.27
1313;0;3;1;1;0;2;69.56;2.9
1314;0;3;1;0;1;1;41.87;7.5
1315;0;3;1;0;1;1;25.09;5.14
1316;0;3;1;0;1;1;19.37;7.38
1317;0;3;1;0;1;1;12.03;7.57
1318;5;3;1;0;1;1;49.58;0.71
1319;1;3;1;0;1;1;55.76;0.92
1320;5;3;1;0;1;1;56.77;0.85
1321;1;3;1;1;0;2;52.25;0.76
1322;1;3;1;1;1;1;31.64;0.42
1323;0;3;1;0;1;1;38.43;5.87
1324;0;3;1;1;1;1;27.69;0.59
1325;3;3;1;0;0;1;62.29;1.35
1326;0;3;1;0;1;1;30.93;7.41
1327;0;3;1;0;1;1;88.45;6.97
1328;0;3;1;0;1;1;85.74;6.99
1329;0;3;1;0;1;1;85.78;7.04
1330;2;3;1;0;0;3;0.0;1.29
1331;0;3;1;0;1;1;87.14;7.08
1332;0;3;1;0;1;1;84.48;7.11
1333;0;3;1;0;1;1;87.99;6.92
1334;3;3;2;0;1;1;57.98;0.77
1335;0;3;1;0;1;1;61.05;3.23
1336;2;3;3;0;0;2;0.75;4.16
1337;0;3;2;0;1;1;16.06;7.48
1338;0;3;2;0;1;1;80.67;7.28
1339;0;3;3;0;1;1;0.78;7.96
1340;0;3;1;1;1;1;54.64;7.27
1341;0;3;2;0;1;1;8.0;6.25
1342;3;3;2;0;1;1;21.37;5.53
1343;0;3;2;1;1;1;11.85;6.89
1344;0;3;3;0;1;1;18.17;6.98
1345;0;3;3;0;1;1;21.37;5.53
1346;2;3;2;0;0;1;55.12;2.26
1347;0;3;2;0;1;1;30.27;5.83
1348;0;3;2;0;1;1;1.9;6.58
1349;0;3;2;1;0;2;9.19;1.36
1350;0;3;2;0;1;1;16.78;6.41
1351;1;3;2;0;1;1;51.86;1.11
1352;0;3;2;0;1;1;31.56;7.59
1353;0;3;2;0;1;1;4.63;4.72
1354;0;3;2;0;1;1;75.97;6.0
1355;0;3;2;0;1;1;41.89;7.58
1356;0;3;2;0;1;1;13.03;5.79
1357;1;3;2;1;0;2;3.44;0.91
1358;0;3;2;0;1;1;68.44;7.26
1359;2;3;2;0;0;2;38.46;1.23
1360;0;3;2;1;1;1;64.95;7.21
1361;0;3;2;0;1;1;24.7;7.42
1362;2;3;2;0;0;2;26.81;1.57
1363;0;3;2;0;1;1;75.62;7.19
1364;0;3;2;0;1;1;52.46;5.01
1365;0;3;2;0;0;2;19.86;0.96
1366;2;3;2;0;0;3;37.04;5.96
1367;0;3;2;1;1;1;30.5;7.51
1368;0;3;2;0;1;1;22.74;8.45
1369;0;3;2;0;1;1;5.0;7.49
1370;0;3;2;0;1;1;12.39;6.34
1371;0;3;2;0;1;1;79.07;7.1
1372;0;3;1;0;1;1;59.72;4.85
1373;0;3;2;0;1;1;3.46;3.61
1374;2;3;2;0;0;1;51.55;0.83
1375;0;3;2;0;0;2;1.55;2.01
1376;0;3;2;0;1;1;30.14;7.48
1377;0;3;2;1;1;1;0.84;7.41
1378;0;3;2;0;1;1;62.74;6.18
1379;0;3;2;1;1;1;65.31;5.33
1380;0;3;2;1;1;1;87.99;6.92
1381;0;3;2;0;0;2;9.53;1.64
1382;0;3;2;0;1;1;13.07;7.94
1383;0;3;2;0;1;1;8.21;6.48
1384;0;3;2;0;1;1;88.29;4.47
1385;2;3;1;0;0;3;52.97;1.23
1386;2;3;1;0;1;1;63.52;0.67
1387;0;3;1;0;1;1;30.11;6.08
1388;1;3;1;0;1;1;62.71;0.55
1389;0;3;1;0;1;1;47.0;5.28
1390;2;3;1;0;1;1;63.6;0.55
1391;0;3;1;0;1;1;75.23;3.55
1392;0;3;1;0;1;1;83.01;4.72
1393;0;3;1;0;1;1;1.9;6.58
1394;1;3;2;1;0;2;9.14;1.03
1395;0;3;2;0;1;1;14.6;5.83
1396;1;3;2;1;0;2;0.0;0.63
1397;4;3;2;0;1;1;46.38;0.75
1398;1;3;2;0;1;1;53.33;0.41
1399;5;3;2;0;1;1;60.82;0.5
1400;0;3;2;0;1;1;29.47;5.53
1401;4;3;3;0;1;1;71.16;1.27
1402;5;3;3;0;1;1;0.0;0.57
1403;3;3;3;0;1;1;22.71;2.12
1404;1;3;3;0;1;1;64.87;0.96
1405;3;3;3;0;1;1;70.17;1.04
1406;3;3;3;0;1;1;27.39;2.01
1407;3;3;3;1;1;1;23.55;7.36
1408;0;3;1;0;1;1;12.02;2.61
1409;0;3;1;0;1;1;49.79;3.28
1410;0;3;1;0;1;1;33.39;7.42
1411;0;3;1;0;1;1;19.66;1.78
1412;0;3;1;0;1;1;28.47;7.42
1413;0;3;1;0;1;1;46.58;7.57
1414;0;3;1;0;1;1;75.89;2.81
1415;0;3;1;0;1;1;34.84;6.0
1416;0;3;1;0;1;1;83.68;4.71
1417;1;3;1;0;1;1;46.38;0.75
1418;1;3;1;0;1;1;63.6;0.55
1419;0;3;1;0;1;1;87.67;4.63
1420;0;3;1;0;1;1;56.77;4.16
1421;0;3;1;0;1;1;16.3;1.75
1422;1;3;1;0;1;1;34.02;1.56
1423;0;3;1;0;1;1;80.59;4.86
1424;0;3;1;0;1;1;36.85;3.54
1425;0;3;1;0;1;1;4.94;5.06
1426;1;3;1;0;0;3;32.2;0.61
1427;3;3;1;0;1;1;42.2;2.19
1428;1;3;1;0;1;1;55.59;0.53
1429;0;3;1;0;1;1;0.0;1.62
1430;3;3;1;0;1;1;19.82;1.61
1431;1;3;1;0;1;1;79.88;0.5
1432;1;3;1;0;1;1;76.59;0.34
1433;0;3;1;0;1;1;72.49;1.54
1434;5;3;1;0;1;1;16.45;1.35
1435;4;3;3;0;1;1;63.46;0.79
1436;0;3;3;0;1;1;65.88;7.34
1437;0;3;3;0;1;1;75.13;4.17
1438;0;3;3;0;1;1;89.74;7.08
1439;0;3;3;0;1;1;77.71;7.35
1440;0;3;3;0;1;1;88.02;7.03
1441;0;3;3;0;1;1;34.07;6.41
1442;0;3;2;0;1;1;88.49;7.13
1443;0;3;2;0;0;2;52.92;1.77
1444;4;3;2;0;1;1;36.37;0.92
1445;1;3;2;0;1;1;49.58;0.71
1446;1;3;2;0;0;2;29.98;0.98
1447;0;3;2;0;1;1;44.12;5.94
1448;0;3;2;0;0;1;2.91;1.07
1449;0;3;2;0;1;1;84.92;7.1
1450;0;3;2;0;0;1;46.53;1.88
1451;2;3;2;0;0;3;28.21;3.34
1452;1;3;2;0;0;2;7.3;0.86
1453;0;3;2;0;1;1;45.87;6.52
1454;0;3;1;0;1;1;49.19;7.62
1455;1;3;1;0;0;3;38.43;1.58
1456;0;3;1;0;1;1;56.67;7.36
1457;0;3;1;0;1;1;42.12;7.38
1458;0;3;1;0;1;1;5.71;2.74
1459;1;3;1;0;1;1;71.86;1.49
1460;0;3;1;0;1;1;36.06;5.55
1461;0;3;1;0;1;1;71.04;7.19
1462;0;3;1;0;1;1;75.48;6.47
1463;0;3;1;0;1;1;3.39;4.6
1464;0;3;1;0;1;1;26.4;7.35
1465;1;3;1;0;0;2;59.64;2.33
1466;0;3;2;0;1;1;34.77;7.54
1467;0;3;2;1;0;2;4.39;2.84
1468;2;3;2;0;0;2;76.73;2.74
1469;0;3;2;0;1;1;26.59;7.42
1470;3;3;2;0;0;1;39.65;1.96
1471;1;3;1;0;1;1;33.59;0.69
1472;0;3;1;0;1;1;64.86;5.11
1473;0;3;1;0;1;1;81.46;2.75
1474;0;3;1;0;1;1;32.31;6.42
1475;0;3;1;0;1;1;75.83;7.3
1476;0;3;1;0;1;1;88.02;7.03
1477;0;3;1;0;1;1;83.1;7.07
1478;0;3;1;0;1;1;12.22;3.86
1479;0;3;1;1;1;1;83.37;4.49
1480;2;3;1;1;0;2;61.27;2.11
1481;0;3;2;0;1;1;37.97;6.46
1482;1;3;2;0;0;3;16.41;0.77
1483;0;3;2;0;1;1;0.95;6.58
1484;0;3;2;0;1;1;64.29;6.4
1485;0;3;2;0;1;1;2.11;5.92
1486;1;3;2;0;1;1;34.7;0.76
1487;2;3;2;0;0;2;24.32;1.72
1488;2;3;2;1;0;1;39.23;1.81
1489;0;3;2;0;1;1;60.48;3.06
1490;0;3;2;1;1;1;6.36;5.9
1491;1;3;2;0;0;3;66.64;0.47
1492;0;3;2;1;1;1;47.57;7.3
1493;0;3;1;1;0;1;36.74;2.37
1494;0;3;1;0;1;1;14.21;5.76
1495;0;3;1;0;1;1;59.97;3.02
1496;0;3;1;1;1;1;36.3;5.98
1497;0;3;1;0;1;1;17.81;5.7
1498;0;3;1;0;1;1;69.3;3.03
1499;2;3;1;0;0;1;54.28;2.68
1500;0;3;1;0;1;1;28.67;7.37
1501;0;3;1;0;1;1;88.39;7.02
1502;1;3;1;1;0;2;28.02;2.9
1503;0;3;1;0;1;1;69.46;6.97
1504;0;3;1;0;0;1;19.26;2.48
1505;0;3;1;0;1;1;2.97;7.36
1506;2;3;1;0;0;3;37.55;3.57
1507;0;3;1;1;0;2;0.0;1.84
1508;0;3;1;0;1;1;63.77;7.28
1509;1;3;1;1;0;2;27.87;1.4
1510;0;3;2;0;1;1;41.0;5.72
1511;1;3;2;0;0;2;23.23;1.1
1512;2;3;2;0;0;3;63.6;0.55
1513;0;3;2;0;1;1;12.56;6.01
1514;1;3;1;0;1;1;63.3;1.64
1515;0;3;1;0;1;1;58.58;0.26
1516;1;3;1;0;1;1;55.59;0.53
1517;4;3;1;1;1;1;40.49;0.75
1518;1;3;2;1;1;1;52.25;0.76
1519;0;3;2;0;1;1;41.52;7.39
1520;0;3;2;1;1;1;39.13;7.42
1521;1;3;2;0;0;2;52.25;0.76
1522;0;3;2;0;1;1;34.62;4.98
1523;1;3;2;0;0;2;33.59;0.69
1524;1;3;2;0;0;2;63.96;0.3
1525;0;3;2;0;1;1;38.43;6.22
1526;0;3;2;0;1;1;48.74;7.39
1527;1;3;2;1;0;2;61.28;0.62
1528;0;3;2;0;1;1;19.23;7.44
1529;1;3;2;0;1;1;43.59;0.87
1530;0;3;1;0;1;1;87.59;7.08
1531;0;3;1;0;1;1;32.8;7.43
1532;0;3;1;0;1;1;87.82;0.6
1533;0;3;2;0;1;1;36.27;7.54
1534;1;3;2;0;0;2;38.51;0.87
1535;0;3;2;0;1;1;51.48;6.05
1536;1;3;2;0;0;3;17.94;1.41
1537;0;3;2;0;1;1;86.59;7.03
1538;0;3;2;1;1;1;74.66;7.17
1539;0;3;2;0;1;1;25.6;4.91
1540;0;3;2;0;1;1;19.81;7.87
1541;0;3;2;0;1;1;9.03;5.55
1542;0;3;2;0;1;1;8.73;6.1
1543;0;3;2;0;1;1;34.77;7.54
1544;0;3;2;0;0;2;58.72;3.44
1545;2;3;2;0;1;1;55.24;7.29
1546;0;3;2;0;1;1;46.67;6.14
1547;0;3;2;0;1;1;43.69;5.59
1548;0;3;2;1;1;1;77.52;7.25
1549;0;3;2;0;1;1;35.25;7.45
1550;1;3;2;1;0;2;11.51;1.09
1551;0;3;2;0;1;1;89.29;7.02
1552;0;3;2;0;1;1;39.4;7.37
1553;2;3;2;0;0;2;51.96;2.0
1554;0;3;2;0;1;1;49.01;7.43
1555;0;3;2;0;1;1;60.28;7.27
1556;3;3;2;0;0;1;4.3;2.18
1557;0;3;2;0;1;1;2.38;7.85
1558;0;3;2;0;1;1;28.4;4.35
1559;2;3;2;0;0;3;37.8;4.35
1560;0;3;2;0;1;1;83.94;7.01
1561;3;3;2;0;0;1;36.8;1.82
1562;0;3;1;0;1;1;77.52;7.25
1563;0;3;1;0;1;1;84.04;7.11
1564;2;3;1;0;0;1;42.79;1.68
1565;0;3;1;0;1;1;65.26;4.79
1566;1;3;1;0;1;1;5.42;0.58
1567;1;3;1;0;1;1;54.64;0.8
1568;4;3;1;0;1;1;29.65;0.66
1569;0;3;1;0;1;1;64.61;4.04
1570;0;3;2;0;1;1;70.67;4.73
1571;0;3;2;0;1;1;66.67;7.29
1572;0;3;2;0;1;1;11.39;7.44
1573;0;3;2;0;1;1;83.99;7.06
1574;0;3;2;0;1;1;5.83;7.5
1575;0;3;2;1;1;1;28.84;7.45
1576;0;3;2;0;1;1;73.82;7.2
1577;2;3;2;0;0;3;8.41;1.86
1578;0;3;2;0;1;1;11.14;7.88
1579;0;3;1;0;1;1;72.17;5.83
1580;0;3;1;0;0;1;9.29;3.37
1581;2;3;1;0;0;3;26.64;2.31
1582;0;3;1;0;1;1;42.39;7.27
1583;0;3;1;0;1;1;48.17;7.3
1584;0;3;1;0;0;2;54.45;1.27
1585;0;3;1;0;1;1;88.4;6.75
1586;1;3;1;0;1;1;8.51;1.47
1587;0;3;1;0;1;1;12.76;6.41
1588;1;3;1;0;1;1;76.77;1.06
1589;0;3;1;0;1;1;41.19;6.03
1590;0;3;1;0;1;1;4.69;5.99
1591;1;3;1;0;0;3;43.36;0.71
1592;0;3;2;1;1;1;12.71;7.42
1593;0;3;2;0;1;1;46.96;7.3
1594;0;3;2;0;1;1;59.53;7.33
1595;0;3;2;0;1;1;88.86;7.13
1596;0;3;3;0;1;1;63.21;4.7
1597;0;3;3;0;1;1;15.42;6.14
1598;4;3;3;0;1;1;60.98;1.18
1599;0;3;3;0;1;1;0.0;6.47
1600;0;3;3;0;1;1;8.29;6.04
1601;0;3;3;0;1;1;6.3;6.45
1602;0;3;3;0;1;1;35.56;4.02
1603;0;3;3;0;0;1;6.7;0.47
1604;0;3;3;0;1;1;16.96;5.78
1605;0;3;3;0;1;1;30.91;5.93
1606;0;3;3;0;1;1;19.62;3.24
1607;0;3;3;0;1;1;9.23;6.11
1608;0;3;3;0;1;1;29.49;2.87
1609;0;3;1;0;1;1;7.43;7.58
1610;5;3;1;0;1;1;7.3;0.86
1611;0;3;1;0;1;1;2.95;7.42
1612;0;3;1;1;0;2;43.82;1.1
1613;0;3;1;0;1;1;29.62;5.29
1614;0;3;1;0;1;1;9.74;7.4
1615;0;3;1;0;1;1;17.12;5.73
1616;0;3;1;0;1;1;14.43;3.49
1617;2;3;1;0;0;3;27.44;0.71
1618;2;3;1;0;0;1;68.84;1.28
1619;0;3;1;0;1;1;67.56;7.42
1620;0;3;1;0;1;1;12.3;7.41
1621;0;3;1;0;1;1;37.02;7.41
1622;0;3;1;0;1;1;19.68;5.82
1623;0;3;1;0;1;1;32.27;4.59
1624;2;3;1;1;0;2;14.38;0.88
1625;0;3;1;0;1;1;3.36;7.42
1626;2;3;1;0;0;2;17.15;1.29
1627;0;3;1;0;1;1;43.09;4.86
1628;0;3;2;0;1;1;29.11;7.72
1629;0;3;2;0;1;1;29.26;5.46
1630;0;3;2;0;1;1;47.86;5.95
1631;0;3;2;0;1;1;36.34;7.35
1632;1;3;2;0;0;3;13.68;1.61
1633;0;3;2;0;1;1;82.03;5.33
1634;0;3;2;0;1;1;14.64;6.46
1635;0;3;2;0;1;1;47.59;6.49
1636;0;3;2;0;1;1;79.54;5.59
1637;0;3;2;0;1;1;4.65;6.05
1638;2;3;2;0;0;3;8.57;2.92
1639;0;3;2;0;1;1;62.22;7.26
1640;2;3;2;1;0;2;51.65;1.46
1641;1;3;2;0;1;1;46.38;0.75
1642;0;3;2;0;1;1;34.54;6.05
1643;0;3;2;0;1;1;14.03;7.41
1644;0;3;2;0;1;1;85.87;7.2
1645;1;3;2;0;0;2;64.87;0.96
1646;0;3;2;0;1;1;81.47;7.21
1647;3;3;1;0;1;1;4.55;0.69
1648;3;3;1;0;1;1;6.47;0.97
1649;0;3;1;0;0;1;65.46;0.72
1650;4;3;2;1;1;1;0.0;0.96
1651;2;3;2;0;1;1;10.69;1.76
1652;1;3;2;0;1;1;59.45;0.7
1653;1;3;2;0;0;2;43.36;0.71
1654;0;3;2;0;1;1;64.55;7.23
1655;0;3;2;0;1;1;28.04;7.64
1656;0;3;2;0;1;1;30.4;4.63
1657;0;3;2;0;1;1;35.57;5.99
1658;0;3;2;0;1;1;68.11;7.16
1659;0;3;2;1;1;1;53.53;1.15
1660;1;3;2;0;0;3;67.14;0.77
1661;2;3;2;0;0;2;29.09;1.79
1662;0;3;2;0;1;1;28.55;5.92
1663;0;3;2;0;1;1;64.53;7.36
1664;0;3;2;0;1;1;76.68;7.27
1665;0;3;2;0;1;1;77.86;7.18
1666;0;3;2;0;1;1;81.34;7.1
1667;1;3;2;0;1;1;40.4;1.26
1668;2;3;2;1;0;2;0.0;2.78
1669;0;3;2;1;1;1;47.22;7.42
1670;2;3;2;0;0;2;2.64;1.18
1671;0;3;2;1;1;1;81.47;7.21
1672;2;3;2;1;0;3;15.02;1.05
1673;0;3;2;0;0;1;60.41;0.94
1674;0;3;2;1;1;1;30.77;7.98
1675;1;3;2;1;0;2;49.58;0.71
1676;0;3;2;0;1;1;31.42;7.52
1677;0;3;2;0;1;1;2.51;7.47
1678;0;3;2;0;1;1;28.23;4.03
1679;0;3;2;0;1;1;46.33;7.37
1680;0;3;3;0;1;1;8.37;5.98
1681;1;3;3;0;1;1;12.46;0.76
1682;0;3;3;0;1;1;18.08;2.81
1683;0;3;3;0;1;1;85.71;5.46
1684;0;3;3;0;1;1;0.5;6.19
1685;0;3;3;0;1;1;65.65;1.79
1686;2;3;3;0;1;1;56.62;1.04
1687;0;3;3;0;1;1;37.05;3.34
1688;0;3;3;0;1;1;10.39;5.74
1689;0;3;3;0;1;1;46.26;2.18
1690;0;3;3;0;1;1;78.73;3.22
1691;0;3;3;0;1;1;44.18;6.72
1692;0;3;3;0;1;1;81.5;3.14
1693;0;3;3;0;1;1;24.69;3.0
1694;3;3;3;0;0;1;3.36;2.78
1695;0;3;3;0;1;1;21.02;4.1
1696;0;3;3;0;1;1;0.57;5.48
1697;0;3;3;0;1;1;58.71;2.48
1698;3;3;3;0;0;1;17.36;2.74
1699;0;3;3;0;0;1;10.88;2.88
1700;0;3;3;0;1;1;67.3;4.48
1701;0;3;3;0;1;1;43.23;5.32
1702;0;3;3;0;1;1;32.55;6.17
1703;0;3;3;0;1;1;72.66;2.11
1704;2;3;3;0;1;1;0.0;5.53
1705;0;3;3;0;1;1;55.9;2.5
1706;0;3;1;0;1;1;22.04;5.08
1707;3;3;1;0;1;1;5.53;1.13
1708;0;3;1;0;1;1;34.57;5.18
1709;0;3;1;0;1;1;27.65;5.75
1710;1;3;1;0;1;1;41.2;0.91
1711;0;3;1;0;1;1;57.86;1.29
1712;0;3;1;0;1;1;31.57;2.81
1713;0;3;1;0;1;1;57.51;4.45
1714;0;3;1;0;1;1;16.6;5.72
1715;0;3;1;0;1;1;1.03;6.08
1716;0;3;1;0;1;1;20.5;5.91
1717;0;3;1;0;1;1;45.28;5.59
1718;0;3;1;0;1;1;73.3;2.95
1719;0;3;1;0;1;1;16.55;4.97
1720;0;3;1;0;1;1;7.53;1.25
1721;0;3;1;0;1;1;76.25;5.66
1722;0;3;2;0;1;1;6.73;7.9
1723;0;3;2;0;1;1;66.32;7.19
1724;3;3;2;0;1;1;17.48;0.54
1725;0;3;2;0;1;1;14.57;2.81
1726;1;3;2;0;0;2;36.37;0.92
1727;0;3;2;0;1;1;23.1;7.63
1728;0;3;2;0;1;1;37.95;6.11
1729;4;3;2;0;1;1;30.57;1.5
1730;0;3;2;0;1;1;0.84;7.46
1731;0;3;2;0;1;1;83.72;3.23
1732;2;3;2;0;1;1;0.94;3.33
1733;0;3;2;0;1;1;25.64;7.42
1734;0;3;2;0;1;1;43.32;7.38
1735;0;3;2;0;1;1;49.36;1.22
1736;0;3;2;0;1;1;10.36;3.33
1737;3;3;1;0;1;1;26.91;1.32
1738;0;3;1;0;1;1;70.96;3.11
1739;1;3;1;0;1;1;58.66;0.57
1740;0;3;1;0;1;1;62.68;2.45
1741;0;3;1;0;1;1;16.19;1.17
1742;4;3;1;0;1;1;62.03;2.28
1743;0;3;2;0;1;1;44.15;6.25
1744;0;3;2;1;1;1;4.62;7.43
1745;0;3;2;0;1;1;62.74;2.82
1746;0;3;2;0;1;1;8.01;7.42
1747;0;3;2;0;1;1;26.89;6.02
1748;0;3;2;0;1;1;37.99;5.48
1749;0;3;2;0;1;1;89.82;7.08
1750;0;3;2;1;1;1;32.58;7.48
1751;0;3;2;0;0;1;24.16;0.93
1752;0;3;2;0;1;1;62.74;2.82
1753;0;3;2;0;0;1;23.23;1.1
1754;1;3;2;1;0;2;54.64;0.8
1755;0;3;2;1;1;1;70.22;7.23
1756;0;3;2;0;1;1;85.84;7.15
1757;0;3;2;0;1;1;50.8;7.45
1758;0;3;2;0;1;1;33.39;7.42
1759;0;3;2;0;1;1;77.22;2.34
1760;0;3;2;1;1;1;32.47;7.6
1761;0;3;2;1;1;1;58.21;7.36
1762;0;3;2;0;1;1;87.6;7.14
1763;0;3;1;1;1;1;76.87;7.38
1764;1;3;1;0;1;1;52.4;1.03
1765;0;3;1;1;1;1;78.81;7.21
1766;0;3;1;0;1;1;30.04;5.44
1767;0;3;1;0;1;1;28.3;7.35
1768;0;3;1;0;1;1;43.35;7.53
1769;0;3;1;0;1;1;20.41;7.49
1770;0;3;1;0;1;1;28.6;7.62
1771;0;3;1;0;1;1;45.42;7.41
1772;0;3;1;0;1;1;68.48;2.16
1773;0;3;1;1;1;1;28.3;5.97
1774;0;3;1;0;1;1;44.47;5.13
1775;0;3;1;0;1;1;49.24;7.55
1776;0;3;1;0;1;1;33.16;7.46
1777;2;3;1;0;1;1;50.05;1.07
1778;0;3;1;1;0;2;66.58;1.3
1779;0;3;1;0;1;1;11.34;6.09
1780;0;3;1;0;1;1;28.27;8.16
1781;0;3;1;0;1;1;79.32;7.26
1782;0;3;1;0;1;1;57.66;5.6
1783;1;3;1;0;0;3;58.69;0.89
1784;0;3;1;1;1;1;29.72;7.58
1785;0;3;1;0;1;1;49.1;0.79
1786;1;3;1;0;1;1;28.06;0.46
1787;1;3;1;0;1;1;50.18;0.64
1788;0;3;1;0;1;1;12.25;2.05
1789;1;3;1;0;0;2;25.16;0.51
1790;1;3;1;1;1;1;61.28;0.62
1791;2;3;1;0;0;1;16.3;1.75
1792;0;3;1;0;1;1;56.38;3.92
1793;0;3;1;0;1;1;59.97;3.02
1794;1;3;2;1;0;2;31.21;0.74
1795;0;3;2;0;1;1;72.28;4.06
1796;0;3;1;0;1;1;82.36;3.9
1797;1;3;1;0;1;1;11.85;0.53
1798;1;3;1;0;1;1;41.84;0.33
1799;3;3;1;0;1;1;45.79;1.14
1800;2;3;1;1;0;2;14.81;1.28
1801;0;3;2;0;1;1;47.66;5.6
1802;2;3;2;0;1;1;37.2;0.72
1803;0;3;2;0;1;1;1.93;6.47
1804;0;3;2;1;1;1;21.19;7.53
1805;0;3;2;0;1;1;3.34;7.47
1806;0;3;2;0;1;1;52.74;7.32
1807;0;3;2;0;1;1;52.87;2.87
1808;0;3;2;1;0;2;61.28;0.62
1809;0;3;2;0;1;1;54.17;1.07
1810;0;3;2;0;1;1;18.04;7.56
1811;2;3;2;0;1;1;63.39;1.03
1812;1;3;2;1;0;3;40.49;0.75
1813;0;3;2;0;1;1;44.82;7.49
1814;0;3;2;0;1;1;36.41;6.05
1815;0;3;2;0;1;1;0.82;7.57
1816;0;3;2;0;0;1;72.02;1.14
1817;0;3;2;1;0;2;33.59;0.69
1818;2;3;2;1;1;1;31.97;1.13
1819;0;3;2;0;1;1;5.89;5.84
1820;0;3;2;0;1;1;45.62;5.94
1821;1;3;2;1;0;2;52.4;1.03
1822;2;3;2;0;0;2;8.17;1.92
1823;0;3;2;0;1;1;51.51;7.65
1824;1;3;2;1;1;1;2.06;1.51
1825;0;3;2;0;1;1;27.9;7.44
1826;2;3;2;1;0;2;41.56;7.47
1827;2;3;2;0;0;2;57.86;1.29
1828;3;3;2;0;1;1;37.2;0.72
1829;1;3;1;0;1;1;65.93;0.6
1830;0;3;1;0;1;1;0.0;5.48
1831;0;3;1;0;1;1;2.91;1.07
1832;3;3;1;0;1;1;24.77;1.3
1833;1;3;1;0;1;1;67.37;1.06
1834;3;3;1;0;1;1;28.97;1.35
1835;2;3;1;0;1;1;61.2;3.48
1836;4;3;1;0;1;1;65.86;1.13
1837;3;3;1;0;0;1;63.3;1.64
1838;3;3;1;0;1;1;6.92;1.35
1839;0;3;3;0;0;1;28.28;3.22
1840;3;3;3;0;0;1;0.0;2.23
1841;0;3;3;0;1;1;22.74;4.51
1842;0;3;3;0;1;1;80.34;3.09
1843;3;3;3;0;1;1;77.13;3.07
1844;3;3;3;0;1;1;4.78;1.96
1845;1;3;3;0;1;1;36.13;0.37
1846;0;3;3;0;1;1;23.63;2.85
1847;3;3;3;0;1;1;0.0;1.73
1848;3;3;3;0;1;1;81.5;3.14
1849;3;3;3;0;1;1;54.45;1.27
1850;0;3;3;0;1;1;88.92;4.14
1851;3;3;3;0;1;1;62.72;2.69
1852;3;3;3;0;1;1;13.23;1.66
1853;0;3;2;0;1;1;7.89;7.53
1854;0;3;2;0;1;1;0.99;3.16
1855;0;3;2;1;1;1;88.41;7.13
1856;0;3;2;0;1;1;40.46;7.63
1857;0;3;2;0;1;1;18.84;7.42
1858;0;3;2;0;1;1;51.17;5.66
1859;2;3;2;0;0;2;61.96;3.33
1860;0;3;2;0;1;1;51.42;5.78
1861;0;3;2;0;1;1;8.22;6.09
